PlaceID,Name,Address,Suburb,Postcode,Municipality,HeritagePlaceStatus
1625,Martin Cash's cottage,220 MONTROSE RD,MONTROSE,7010,Glenorchy City Council,Permanently Registered
1626,Pitt Farm,129 ALBERT RD,MOONAH,7009,Glenorchy City Council,Permanently Registered
1628,Formerly Stowellville,113-117 ALBERT RD,MOONAH,7009,Glenorchy City Council,Permanently Registered
1629,Albert Park House,4 DORSET ST,MOONAH,7009,Glenorchy City Council,Permanently Registered
1632,Summerhome,2 HOPKINS ST,MOONAH,7009,Glenorchy City Council,Permanently Registered
1633,Martin Manor,24-30 HOPKINS ST,MOONAH,7009,Glenorchy City Council,Permanently Registered
1634,New Farm (formerly Greenleas),15 HAMEL ST,MOONAH,7009,Glenorchy City Council,Permanently Registered
1635,Former Prospect House,46 SINCLAIR AVE,MOONAH,7009,Glenorchy City Council,Permanently Registered
1636,House,6 WEBBER ST,MOONAH,7009,Glenorchy City Council,Permanently Registered
1637,Undine Guest House,6 DODSON ST,ROSETTA,7010,Glenorchy City Council,Permanently Registered
1639,House,1 BATH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1640,House,5 BATH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1643,Conjoined House,17 BATH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1644,Conjoined House,19 BATH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1648,House,2 BATTERY SQ,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1649,House,5 BATTERY SQ,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1650,House,9 BATTERY SQ,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1651,Former Ordnance Store,FLAT 5 & 6 19-21 CASTRAY ESP,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1652,former Ordnance Store,UNIT 15 13-17 CASTRAY ESP,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1656,House,32 CLARKE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1657,House,34 CLARKE AVE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1658,Cottesloe,21 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1659,Conjoined Cottage,5 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1660,Conjoined Cottage,7 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1661,House,9 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1662,Cottage,11 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1663,Gleason's Farmhouse,57 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1664,Conjoined House,34 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1665,Conjoined House,36 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1666,Cottage,1 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1667,House,3 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1668,Cottage,33 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1669,Cottage,35 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1670,House,38 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1671,Cottage,46 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1672,Conjoined House,52 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1674,House,40 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1675,Conjoined House,42 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1676,Conjoined House,44 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1678,Conjoined House,50 COLVILLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1679,Brinktop,2 CRELIN ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1681,House,1 CRELIN ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1682,House,3 CRELIN ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1683,House,4 CRELIN ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1684,Hanover Cottage,29 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1685,Conjoined House,33 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1686,Conjoined House,35 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1687,Cromwell Cottage,6 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1688,St George's Church andrSchoolhouse,30 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1689,Blessington Cottage,34-36 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1690,Blessington Cottage,34-36 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1691,Commercial Retail,38 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1692,Former Miller's House,37 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1693,House,21 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1694,House,25 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1695,House,12 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1696,St George's Rectory and Hall,28 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1697,House,13 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1698,Cottage,31 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1699,Cottage,39 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1700,Cottage,43 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1701,House,8 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1702,House,26 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1703,House,19 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1704,House,27 CROMWELL ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1705,House,1 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1706,House,3 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1707,House,11 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1708,Cottage,13 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1709,Cottage,23 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1710,Conjoined Cottage,25 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1711,Conjoined Cottage,27 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1712,Cottage,29 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1713,House,31 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1714,House,33 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1715,House,4 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1716,House,36 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1717,Corona,35 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1718,House,5 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1719,Nun-Oyn,3 EDWARD ST,GLEBE,7000,Hobart City Council,Permanently Registered
1720,House,9 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1721,Conjoined Cottage,15 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1722,Conjoined Cottage,17 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1723,Conjoined Cottage,19 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1724,Conjoined Cottage,21 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1725,House,2 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1726,Cottage,16 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1727,Conjoined House,30 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1728,Conjoined House,32 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1729,House,34 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1730,Elamatta,UNIT 1 37 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1731,Cottage,38 DE WITT ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1732,Conjoined Cottage,20-22 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1733,Conjoined Cottage,20-22 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1734,Conjoined Cottage,7 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1735,Conjoined Cottage,9 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1736,Conjoined Cottage,11 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1737,Cottage,6 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1738,House,10 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1739,Cottage,12 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1740,House,16 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1741,House,18 FRANCIS ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1742,Townhouse,5 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1743,Rosebank,11 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1744,Cheltenham Place,23 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1745,Cheltenham Place,25 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1746,Townhouse,31 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1747,Commercial Retail,33-35 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1748,Townhouse,33-35 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1749,Conjoined Townhouse and Shop,61-63 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1750,Conjoined Townhouse,61-63 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1751,Pretoria,UNIT 1 65 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1752,Mafeking,67 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1753,Thelma's Cottage (conjoinedrTownhouse),36-38 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1754,Thelma's Cottage (conjoinedrTownhouse),36-38 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1755,Conjoined Cottage,40 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1756,Conjoined Cottage,42 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1757,Shop and Residence,44-46 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1758,Shop,44-46 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1759,Conjoined Townhouse,48 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1760,Conjoined Townhouse,50 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1761,Community Hall,52 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1762,Conjoined Cottage,56-58 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1763,Conjoined Cottage,56-58 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1764,Shop and House,60 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1765,Fusilier Cottage,64 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1766,Conjoined Cottage,66 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1767,Ballo (Conjoined Cottage),68 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1769,Barton Cottage,72 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1770,Townhouse,76 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1771,Narryna Heritage Museum,103 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1772,Irwin Place (Conjoined Cottage),105 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1773,Irwin Place (Conjoined Cottage),107 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1774,Irwin Place (Conjoined Cottage),109 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1775,Irwin Place (Conjoined Cottage),111 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1776,Conjoined Cottage,7-9 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1777,House,37 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1778,Townhouse,39 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1779,Shop and Residence,41 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1780,Conjoined House,43 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1781,Conjoined Shop and Residence,57-59 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1782,Conjoined Shop and Residence,57-59 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1783,House,69 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1784,House,71 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1785,Conjoined Townhouse,73 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1786,Conjoined Townhouse,75 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1787,Conjoined Townhouse,77 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1788,Conjoined Townhouse,79 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1789,Bristol House,95 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1790,Townhouse,97 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1791,Conjoined Townhouse,99 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1792,Conjoined Townhouse,101 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1793,Townhouse,78 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1794,Conjoined Cottage,7-9 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1795,Hildria,13 EDWARD ST,GLEBE,7000,Hobart City Council,Permanently Registered
1796,House,74 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1797,Former Queen Alexandra Hospital,5 LOGAN ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1801,House,4 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1802,House,30 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1803,House,12 FINLAY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1804,House,3 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1805,Conjoined Shop,45 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1806,House,32 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1807,Shop and Residence,47 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1808,House,15 EDWARD ST,GLEBE,7000,Hobart City Council,Permanently Registered
1810,Commercial Retail,113 HAMPDEN RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1811,Terrace House (13 James Street),13-15 JAMES ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1812,Terrace House (15 James Street),13-15 JAMES ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1813,Terrace House,17 JAMES ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1814,Terrace House,19 JAMES ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1815,Terrace House,21 JAMES ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1819,Cottage,65-79 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1820,House,5 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1821,Townhouse,9 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1822,Townhouse,11 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1823,House and former shop,19 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1824,Cottage,18 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1825,House,21 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1826,House,31 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1827,Cottage,UNIT 3 35 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1828,House,41 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1829,House,20 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1830,House,22 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1831,Conjoined Cottage,26 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1832,Conjoined Cottage,28 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1833,Conjoined Cottage,30 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1834,Conjoined Cottage,32 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1835,Conjoined Cottage,34 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1836,Conjoined Cottage,36 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1837,Korunnah,38 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1838,Cottage,42 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1839,Townhouse,UNIT 1 33 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1841,Cottage,40 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1843,House,39 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1844,House,23 KIRKSWAY PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1845,House,25 KIRKSWAY PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1846,Thirza,27 KIRKSWAY PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1847,Cottage,29 KIRKSWAY PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1848,Commercial Retail,5 KNOPWOOD ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1849,Conjoined House,1 MARINE TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1853,House,10 MARINE TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1854,Mandalay,7 MCGREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1855,Harbour View,9 MCGREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1856,Cottage,11 MCGREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1857,Town House,12 MCGREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1858,Town House,14 MCGREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1859,Town House,8 MC GREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1860,Cottage,10 MCGREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1861,Cottage,18 MCGREGOR ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1862,Vernon,11 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1863,House,22 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1864,Conjoined Town House,24-26 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1865,Conjoined Town House,24-26 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1866,Oscalusca,7 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1867,House,19 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1868,House,23 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1869,Cottage,28 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1870,Cottage,10 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1871,House,30 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1872,Colville Cottage,32 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1873,House and Shop,365 MACQUARIE ST,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
1874,House,4 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1875,Tantallon Lodge,8 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1876,Medlow,16 MONA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1877,Portsea Terrace,54-60 MONTPELIER RTT,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1878,Portsea Terrace,54-60 MONTPELIER RTT,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1879,Portsea Terrace,54-60 MONTPELIER RTT,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1880,Portsea Terrace,54-60 MONTPELIER RTT,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1881,Town House,62 MONTPELIER RTT,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1883,Commercial/Warehouse,2 MONTPELIER RTT,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1884,Commercial/Warehouse,4 MONTPELIER RTT,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1885,The White House,11 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1886,Oakington,15 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1887,Mr Watson's Cottages,6 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1888,Mr Watson's Cottages,8 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1889,Mr Watson's Cottages,10 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1890,Mr Watson's Cottages,12 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1891,Kelburn,33 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1892,Cottage,4 DERWENT LANE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1894,Conjoined Cottage,19 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1895,Terrace,23 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1896,Terrace,25 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1897,Terrace,27 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1898,Cottage,14-16 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1899,Cottage,14-16 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1902,Ross Patent Slip,N/A,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1903,Mariners' Cottages,18-44 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1906,Hillcrest,19 RUNNYMEDE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1915,Lenna,20 RUNNYMEDE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1924,Conjoined House,23 RUNNYMEDE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1925,Conjoined House,25 RUNNYMEDE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1927,House,28 RUNNYMEDE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1928,Warehouse,21-23 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1929,Archaeological site,52-54 COLLINS ST,HOBART,7000,Hobart City Council,Permanently Registered
1930,Warehouse,25 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1931,Warehouse,27 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1932,Warehouse,29 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1933,Warehouses,SUITE 1 31-35 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1935,Warehouses,47-51 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1937,Conjoined House,56 WENTWORTH ST,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
1938,Warehouses,53-61 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1941,Townhouses,340 MACQUARIE ST,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
1943,Warehouse,UNIT 3 63 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1944,Salamanca Arts Centre,65-79 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1952,Warehouse,81 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1954,Warehouse,UNIT 3 85 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1956,Warehouse,89 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1958,Conjoined House,100 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1959,Conjoined House,102 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1960,Conjoined House,104 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1961,Conjoined House,106 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1963,Hotel,39 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1964,Commercial Retail,41 SALAMANCA PL,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1965,Beaumaris,13 NEWCASTLE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1966,Henriville,102 SANDY BAY RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1967,St Ives Hotel,86 SANDY BAY RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1968,House,1 SECHERON RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1969,Secheron House,21 SECHERON RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1970,Wall between 19 and 21 SecheronrRoad,21 SECHERON RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1971,St Botolph,11 SECHERON RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1972,Glencarren and Early Outbuildings,17 SECHERON RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1973,House and Early Outbuilding,19 SECHERON RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1974,House and Stable,2 SLOANE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1975,Former Star of Tasmania Inn,1 SLOANE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
